"YEAR","SAMPLE","SERIAL","CBSERIAL","HHWT","CLUSTER","STRATA","GQ","PERNUM","PERWT","NCHILD","NCHLT5","SEX","AGE","MARST","RACE","RACED","HISPAN","HISPAND","EDUC","EDUCD","EMPSTAT","EMPSTATD","INCWAGE","VETSTAT","VETSTATD"
2019,201901,759363,2019000457265,1083.6,2019007593631,40030,1,6,2941.2,0,0,1,24,1,1,100,0,0,6,64,1,10,8000,1,11
2019,201901,759363,2019000457265,1083.6,2019007593631,40030,1,7,1857.6,0,0,1,18,6,1,100,0,0,6,64,1,10,8000,1,11
2019,201901,759363,2019000457265,1083.6,2019007593631,40030,1,9,774.0,3,0,1,54,1,1,100,0,0,0,2,1,10,8000,1,11
2019,201901,759363,2019000457265,1083.6,2019007593631,40030,1,11,1857.6,0,0,2,27,1,1,100,0,0,6,61,1,10,8000,1,11
2019,201901,759363,2019000457265,1083.6,2019007593631,40030,1,12,1238.4,0,0,2,22,1,1,100,0,0,6,61,1,10,8000,1,11
2019,201901,759363,2019000457265,1083.6,2019007593631,40030,1,13,1702.8,0,0,2,22,1,1,100,0,0,6,64,1,10,8000,1,11
2019,201901,759363,2019000457265,1083.6,2019007593631,40030,1,14,1238.4,3,0,2,53,1,1,100,0,0,6,61,1,10,8000,1,11
2019,201901,759363,2019000457265,1083.6,2019007593631,40030,1,15,1238.4,0,0,1,27,6,1,100,0,0,6,63,1,10,8000,1,11
2019,201901,759363,2019000457265,1083.6,2019007593631,40030,1,16,1702.8,0,0,2,21,6,1,100,0,0,6,64,1,10,8000,1,11
2019,201901,759363,2019000457265,1083.6,2019007593631,40030,1,17,1238.4,0,0,2,19,6,1,100,0,0,6,64,1,10,8000,1,11
2019,201901,759982,2019000658355,17337.6,2019007599821,70030,1,1,17492.4,0,0,1,51,4,1,100,0,0,7,71,1,10,29400,1,11
2019,201901,760446,2019000798894,43344.0,2019007604461,60030,1,1,43498.8,0,0,2,60,4,1,100,0,0,6,63,1,10,24500,1,11
2019,201901,760756,2019000897091,4953.6,2019007607561,60030,1,1,4953.6,1,0,2,48,1,1,100,0,0,7,71,1,10,56000,1,11
2019,201901,760756,2019000897091,4953.6,2019007607561,60030,1,2,4489.2,1,0,1,56,1,1,100,0,0,6,63,1,10,45000,1,11
2019,201901,761066,2019001000694,4644.0,2019007610661,40030,1,1,4644.0,1,0,1,47,1,1,100,0,0,6,63,1,10,55000,1,11
2019,201901,761220,2019001048008,4798.8,2019007612201,60030,1,1,4798.8,0,0,2,62,1,1,100,0,0,11,114,1,10,0,1,11
2019,201901,761375,2019001097010,32198.4,2019007613751,20030,1,1,32043.6,2,0,1,49,4,1,100,0,0,11,114,1,10,101000,1,11
2019,201901,761375,2019001097010,32198.4,2019007613751,20030,1,2,35913.6,2,0,2,49,4,1,100,0,0,10,101,1,10,94000,1,11
2019,201901,761685,2019001200352,20898.0,2019007616851,20030,1,2,20278.8,3,0,2,47,1,1,100,0,0,10,101,1,10,50000,2,20
2019,201901,761840,2019001248350,45666.0,2019007618401,20030,1,1,45666.0,0,0,2,54,5,1,100,0,0,7,71,1,10,50000,2,20
2019,201901,762149,2019001350229,62074.8,2019007621491,20030,1,2,128638.8,0,0,2,55,5,1,100,0,0,8,81,1,10,17000,1,11
2019,201901,762304,2019001401280,5882.4,2019007623041,60030,1,1,5882.4,0,0,1,62,1,1,100,0,0,10,101,1,10,101000,2,20
2019,201901,762304,2019001401280,5882.4,2019007623041,60030,1,3,5263.2,0,0,2,39,4,1,100,0,0,6,63,1,10,10000,1,11
2019,201901,762614,2019010045256,14396.4,2019007626141,90331,4,1,14396.4,0,0,1,23,6,6,610,0,0,7,71,1,10,3000,1,11
2019,201901,763388,2019000018298,19504.8,2019007633881,60031,1,1,19350.0,1,0,1,60,1,1,100,0,0,10,101,1,10,9000,1,11
2019,201901,763388,2019000018298,19504.8,2019007633881,60031,1,2,15480.0,1,0,2,61,1,1,100,0,0,10,101,1,10,2000,1,11
2019,201901,763388,2019000018298,19504.8,2019007633881,60031,1,3,16563.6,0,0,1,25,6,1,100,0,0,6,63,1,10,12000,1,11
2019,201901,763697,2019000073145,13777.2,2019007636971,30031,1,1,13777.2,1,0,2,36,1,1,100,0,0,8,81,1,10,67000,1,11
2019,201901,763697,2019000073145,13777.2,2019007636971,30031,1,2,4334.4,1,0,1,39,1,8,826,1,100,6,65,1,10,40000,1,11
2019,201901,764162,2019000153305,14241.6,2019007641621,90231,1,1,14241.6,0,0,1,58,1,1,100,0,0,10,101,1,10,220000,1,11
2019,201901,764162,2019000153305,14241.6,2019007641621,90231,1,2,13777.2,0,0,2,55,1,1,100,0,0,11,114,1,10,0,1,11
2019,201901,764316,2019000182845,24613.2,2019007643161,60031,1,1,24613.2,4,1,2,35,1,1,100,0,0,6,63,1,10,16800,1,11
2019,201901,764471,2019000209376,26006.4,2019007644711,60031,1,1,26006.4,1,0,2,57,5,1,100,0,0,6,63,1,10,30000,1,11
2019,201901,764471,2019000209376,26006.4,2019007644711,60031,1,2,28638.0,1,0,1,61,4,1,100,0,0,6,61,1,10,45000,1,11
2019,201901,764626,2019000234591,15015.6,2019007646261,70131,1,2,27709.2,0,0,1,55,1,1,100,0,0,7,71,1,10,0,2,20
2019,201901,764781,2019000263496,20278.8,2019007647811,90231,1,1,20278.8,0,0,1,59,3,8,845,1,100,10,101,1,10,35000,1,11
2019,201901,765245,2019000346654,4953.6,2019007652451,30031,1,1,5108.4,0,0,1,54,1,1,100,0,0,6,63,1,10,0,2,20
2019,201901,765400,2019000376171,48607.2,2019007654001,90331,1,1,48607.2,0,0,2,53,4,1,100,0,0,10,101,1,10,170000,1,11
2019,201901,765555,2019000404752,4644.0,2019007655551,20031,1,2,4024.8,6,0,2,44,6,3,323,0,0,6,65,1,10,34000,1,11
2019,201901,765555,2019000404752,4644.0,2019007655551,20031,1,3,5727.6,0,0,1,43,4,3,323,0,0,10,101,1,10,55000,1,11
2019,201901,765555,2019000404752,4644.0,2019007655551,20031,1,4,3250.8,0,0,2,18,6,3,323,0,0,6,63,1,10,5000,1,11
2019,201901,765555,2019000404752,4644.0,2019007655551,20031,1,5,3096.0,0,0,2,18,6,3,323,0,0,7,71,1,10,2400,1,11
2019,201901,765710,2019000431354,15944.4,2019007657101,70231,1,1,15944.4,0,0,1,27,1,1,100,0,0,10,101,1,10,28000,1,11
2019,201901,765710,2019000431354,15944.4,2019007657101,70231,1,2,16254.0,0,0,2,25,1,1,100,0,0,10,101,1,10,32000,1,11
2019,201901,765864,2019000457675,5727.6,2019007658641,60031,1,1,5727.6,1,0,2,61,1,1,100,0,0,10,101,1,10,35000,1,11
2019,201901,766019,2019000484527,3715.2,2019007660191,50031,1,1,3715.2,0,0,2,65,5,1,100,0,0,7,71,1,10,5800,1,11
2019,201901,766329,2019000542670,8978.4,2019007663291,20031,1,1,8978.4,4,0,2,38,6,3,362,0,0,8,81,1,10,56000,1,11
2019,201901,766638,2019000597755,16408.8,2019007666381,50031,1,1,16254.0,1,0,2,46,3,1,100,0,0,7,71,1,10,15400,1,11
2019,201901,766793,2019000623825,9442.8,2019007667931,70131,1,1,9442.8,0,0,1,61,1,1,100,0,0,6,63,1,10,0,1,11
2019,201901,766793,2019000623825,9442.8,2019007667931,70131,1,2,7740.0,0,0,2,58,1,1,100,0,0,7,71,1,10,41200,1,11
2019,201901,766948,2019000653495,7120.8,2019007669481,20031,1,1,7120.8,0,0,1,55,1,1,100,0,0,6,63,1,10,80000,1,11
2019,201901,766948,2019000653495,7120.8,2019007669481,20031,1,2,8049.6,0,0,2,63,1,1,100,0,0,8,81,1,10,22000,1,11
2019,201901,767258,2019000707860,2631.6,2019007672581,30031,1,1,2631.6,0,0,1,58,1,1,100,0,0,10,101,1,10,0,1,11
2019,201901,767258,2019000707860,2631.6,2019007672581,30031,1,2,3715.2,0,0,2,57,1,1,100,0,0,2,26,1,10,0,1,11
2019,201901,767412,2019000737748,2941.2,2019007674121,80231,1,1,3096.0,0,0,2,65,1,1,100,0,0,6,63,1,10,18000,1,11
2019,201901,767567,2019000764117,2322.0,2019007675671,60031,1,1,2167.2,0,0,1,47,1,1,100,0,0,11,116,1,10,65000,1,11
2019,201901,767567,2019000764117,2322.0,2019007675671,60031,1,2,2476.8,0,0,1,40,1,1,100,0,0,11,114,1,10,20000,1,11
2019,201901,767722,2019000787578,13003.2,2019007677221,60031,1,1,12848.4,0,0,1,50,4,1,100,0,0,10,101,1,10,41000,1,11
2019,201901,767877,2019000815072,4334.4,2019007678771,40031,1,2,3870.0,0,0,2,62,1,1,100,0,0,8,81,1,10,32000,1,13
2019,201901,768341,2019000896607,21517.2,2019007683411,60031,1,1,21517.2,2,0,2,45,1,1,100,0,0,10,101,1,10,50000,1,11
2019,201901,768341,2019000896607,21517.2,2019007683411,60031,1,2,33127.2,2,0,1,47,1,1,100,0,0,11,115,1,10,120000,1,11
2019,201901,768496,2019000919864,12229.2,2019007684961,90131,1,1,12229.2,1,1,2,36,1,2,200,0,0,10,101,1,10,81000,1,11
2019,201901,768496,2019000919864,12229.2,2019007684961,90131,1,2,13312.8,1,1,1,30,1,2,200,0,0,6,63,1,10,28000,1,11
2019,201901,768651,2019000948490,20124.0,2019007686511,80131,1,1,20124.0,0,0,1,25,1,1,100,0,0,10,101,1,10,40000,1,11
2019,201901,768651,2019000948490,20124.0,2019007686511,80131,1,2,24922.8,0,0,2,24,1,1,100,0,0,10,101,1,10,30000,1,11
2019,201901,768960,2019001001349,6501.6,2019007689601,20031,1,1,6346.8,0,0,2,55,6,3,362,0,0,6,63,1,10,1300,1,11
2019,201901,769115,2019001031320,23529.6,2019007691151,20031,1,1,23374.8,0,0,1,63,1,1,100,0,0,7,71,1,10,80000,1,11
2019,201901,769270,2019001055546,59443.2,2019007692701,30031,1,1,59288.4,1,0,1,47,4,7,700,1,100,2,26,1,10,45000,1,11
2019,201901,769425,2019001082109,41950.8,2019007694251,10031,1,1,41796.0,0,0,1,22,6,1,100,0,0,8,81,1,10,52000,1,11
2019,201901,769425,2019001082109,41950.8,2019007694251,10031,1,2,44272.8,0,0,2,24,6,1,100,0,0,8,81,1,10,34000,1,11
2019,201901,769580,2019001107827,18576.0,2019007695801,90431,1,1,18576.0,0,0,1,34,1,1,100,0,0,11,114,1,10,65000,1,11
2019,201901,769580,2019001107827,18576.0,2019007695801,90431,1,2,18266.4,0,0,2,32,1,1,100,0,0,11,114,1,10,47000,1,11
2019,201901,769734,2019001137188,30186.0,2019007697341,20031,1,2,31579.2,1,0,2,64,1,1,100,1,100,8,81,1,10,780,1,11
2019,201901,769734,2019001137188,30186.0,2019007697341,20031,1,3,30340.8,0,0,1,33,2,1,100,1,100,6,65,1,10,35000,1,11
2019,201901,769889,2019001163954,17337.6,2019007698891,90231,1,3,20588.4,0,0,1,56,1,1,100,0,0,11,114,1,10,43000,2,20
2019,201901,770199,2019001219005,2786.4,2019007701991,20031,1,1,2941.2,2,0,1,53,1,1,100,0,0,6,63,1,10,80000,2,20
2019,201901,770199,2019001219005,2786.4,2019007701991,20031,1,3,11145.6,0,0,2,29,6,1,100,0,0,6,63,1,10,30000,1,11
2019,201901,770199,2019001219005,2786.4,2019007701991,20031,1,4,15944.4,0,0,2,24,6,1,100,0,0,6,64,1,10,5100,1,11
2019,201901,770663,2019001304142,17028.0,2019007706631,90231,1,2,18885.6,0,0,1,50,6,1,100,0,0,7,71,1,10,13500,1,11
2019,201901,770818,2019001330176,20743.2,2019007708181,70231,1,1,20898.0,0,0,2,25,6,1,100,0,0,8,81,1,10,51000,1,11
2019,201901,770818,2019001330176,20743.2,2019007708181,70231,1,2,20898.0,0,0,1,26,6,1,100,0,0,6,63,1,10,70000,1,11
2019,201901,770973,2019001357373,14706.0,2019007709731,90131,1,1,14706.0,1,0,1,61,1,1,100,0,0,11,115,1,10,156000,1,11
2019,201901,770973,2019001357373,14706.0,2019007709731,90131,1,2,13932.0,1,0,2,55,1,1,100,0,0,10,101,1,10,77000,1,11
2019,201901,771128,2019001385557,7120.8,2019007711281,90431,1,1,7120.8,0,0,1,59,6,2,200,0,0,6,65,1,10,20000,1,11
2019,201901,771282,2019010003646,774.0,2019007712821,10132,4,1,774.0,0,0,2,19,6,1,100,0,0,8,81,1,10,3000,1,11
2019,201901,771902,2019000012959,5418.0,2019007719021,20032,1,1,5418.0,0,0,1,49,4,1,100,0,0,10,101,1,10,502000,1,11
2019,201901,772211,2019000046491,12848.4,2019007722111,40532,1,1,12693.6,0,0,1,48,1,1,100,0,0,8,81,1,10,65000,1,11
2019,201901,772676,2019000100537,9907.2,2019007726761,41332,1,1,9907.2,0,0,1,51,4,2,200,0,0,10,101,1,10,48000,1,11
2019,201901,772830,2019000118582,7430.4,2019007728301,40832,1,1,7275.6,2,1,1,51,1,1,100,0,0,11,115,1,10,502000,1,11
2019,201901,772830,2019000118582,7430.4,2019007728301,40832,1,2,7740.0,2,1,2,44,1,1,100,0,0,6,63,1,10,15000,1,11
2019,201901,773140,2019000154392,8514.0,2019007731401,10232,1,1,8514.0,0,0,2,52,1,1,100,0,0,7,71,1,10,63000,1,11
2019,201901,773140,2019000154392,8514.0,2019007731401,10232,1,2,8978.4,0,0,1,55,1,1,100,0,0,7,71,1,10,40000,1,11
2019,201901,773450,2019000188549,7740.0,2019007734501,40832,1,1,7585.2,0,0,1,63,1,1,100,0,0,8,81,1,10,42000,1,11
2019,201901,773450,2019000188549,7740.0,2019007734501,40832,1,2,6966.0,0,0,2,63,1,1,100,0,0,10,101,1,10,37000,1,11
2019,201901,773604,2019000207122,17647.2,2019007736041,41332,1,3,30805.2,0,0,1,25,6,1,100,0,0,8,81,1,10,35000,1,11
2019,201901,773604,2019000207122,17647.2,2019007736041,41332,1,4,33436.8,0,0,1,39,4,6,600,0,0,5,50,1,10,35000,1,11
2019,201901,773759,2019000228992,7740.0,2019007737591,10332,1,1,7740.0,3,2,2,31,4,7,700,1,100,6,63,1,10,8400,1,11
2019,201901,773914,2019000248459,7275.6,2019007739141,40832,1,1,7275.6,2,0,1,64,4,1,100,4,498,6,65,1,12,90000,1,11
2019,201901,773914,2019000248459,7275.6,2019007739141,40832,1,2,16718.4,2,1,2,29,1,1,100,4,498,10,101,1,12,4800,1,11
2019,201901,773914,2019000248459,7275.6,2019007739141,40832,1,6,12848.4,2,1,1,33,1,1,100,4,498,6,63,1,12,50000,1,11
2019,201901,774069,2019000267663,11145.6,2019007740691,40632,1,1,11300.4,2,1,2,29,6,9,944,2,200,8,81,1,10,28000,1,11
2019,201901,774378,2019000305880,8204.4,2019007743781,40332,1,1,8204.4,0,0,2,27,4,8,801,0,0,10,101,1,10,56000,1,11
2019,201901,774533,2019000324779,10836.0,2019007745331,40632,1,1,10836.0,3,0,1,50,1,1,100,0,0,6,65,1,10,25000,1,11
2019,201901,774533,2019000324779,10836.0,2019007745331,40632,1,2,11300.4,3,0,2,47,1,1,100,0,0,6,63,1,10,360,1,11
2019,201901,774533,2019000324779,10836.0,2019007745331,40632,1,3,13312.8,0,0,1,23,6,1,100,0,0,7,71,1,10,0,1,11
2019,201901,774533,2019000324779,10836.0,2019007745331,40632,1,4,8668.8,0,0,2,18,6,1,100,0,0,5,50,1,10,400,1,11
2019,201901,774688,2019000343619,18885.6,2019007746881,40432,1,1,18885.6,1,0,1,58,1,7,700,1,100,4,40,1,10,45000,1,11
2019,201901,774688,2019000343619,18885.6,2019007746881,40432,1,3,39938.4,0,0,1,31,6,7,700,1,100,6,63,1,10,45000,1,11
2019,201901,774843,2019000363115,8823.6,2019007748431,40732,1,1,8823.6,1,0,2,44,6,9,914,0,0,11,115,1,10,55000,1,11
2019,201901,774998,2019000381533,11455.2,2019007749981,10132,1,1,11300.4,0,0,2,33,1,1,100,0,0,10,101,1,10,60000,1,11
2019,201901,774998,2019000381533,11455.2,2019007749981,10132,1,2,13622.4,0,0,1,34,1,1,100,0,0,6,65,1,10,22000,1,11
2019,201901,775152,2019000401608,5727.6,2019007751521,20032,1,1,5882.4,2,1,2,29,1,1,100,0,0,6,63,1,10,2500,1,11
2019,201901,775152,2019000401608,5727.6,2019007751521,20032,1,2,4489.2,2,1,1,35,1,1,100,0,0,6,64,1,10,38000,1,11
2019,201901,775152,2019000401608,5727.6,2019007751521,20032,1,5,3405.6,1,0,2,60,2,1,100,0,0,8,81,1,12,0,1,11
2019,201901,775152,2019000401608,5727.6,2019007751521,20032,1,6,2941.2,0,0,1,54,4,1,100,0,0,6,63,1,10,14400,2,20
2019,201901,775307,2019000424131,6037.2,2019007753071,40532,1,1,6192.0,2,0,2,53,4,2,200,0,0,8,81,1,10,42000,1,11
2019,201901,775307,2019000424131,6037.2,2019007753071,40532,1,2,9907.2,0,0,2,30,6,2,200,0,0,7,71,1,10,20000,1,11
2019,201901,775617,2019000459348,12538.8,2019007756171,41332,1,1,12538.8,3,0,1,46,1,1,100,0,0,10,101,1,10,19000,1,11
2019,201901,775617,2019000459348,12538.8,2019007756171,41332,1,2,10371.6,3,0,2,37,1,1,100,0,0,11,116,1,10,80000,1,11
2019,201901,776236,2019000531885,11145.6,2019007762361,40732,1,1,10990.8,3,1,1,56,1,1,100,0,0,10,101,1,10,130000,2,20
2019,201901,776236,2019000531885,11145.6,2019007762361,40732,1,6,15480.0,0,0,2,56,5,6,600,0,0,2,22,1,10,32000,1,11
2019,201901,776391,2019000549876,11145.6,2019007763911,41132,1,1,11145.6,0,0,1,47,6,1,100,0,0,10,101,1,10,0,1,11
2019,201901,776546,2019000565845,77554.8,2019007765461,40832,1,1,77400.0,0,0,1,43,4,7,700,1,100,6,63,1,10,60000,1,11
2019,201901,776700,2019000583252,8204.4,2019007767001,10232,1,1,8204.4,2,0,1,36,1,1,100,0,0,7,71,1,10,85000,1,11
2019,201901,776700,2019000583252,8204.4,2019007767001,10232,1,2,7430.4,2,0,2,40,1,1,100,0,0,10,101,1,10,60000,1,11
2019,201901,777320,2019000651357,7894.8,2019007773201,41232,1,1,8049.6,1,0,2,57,1,1,100,0,0,6,65,1,10,48000,1,11
2019,201901,777320,2019000651357,7894.8,2019007773201,41232,1,2,8049.6,1,0,1,56,1,1,100,0,0,6,65,1,10,18000,2,20
2019,201901,777320,2019000651357,7894.8,2019007773201,41232,1,3,19195.2,0,0,1,26,6,1,100,0,0,6,63,1,10,14900,1,11
2019,201901,777474,2019000670458,10526.4,2019007774741,40832,1,1,10526.4,0,0,1,46,6,1,100,0,0,10,101,1,10,0,1,11
2019,201901,777629,2019000688072,7585.2,2019007776291,40832,1,1,7585.2,0,0,2,53,2,4,400,0,0,8,81,1,10,502000,1,11
2019,201901,777629,2019000688072,7585.2,2019007776291,40832,1,2,14396.4,0,0,1,25,2,4,400,0,0,6,65,1,10,20000,1,13
2019,201901,778094,2019000747684,10216.8,2019007780941,40632,1,1,10062.0,0,0,1,54,6,1,100,0,0,5,50,1,10,37500,1,11
2019,201901,778248,2019000764087,6037.2,2019007782481,30032,1,1,6037.2,1,0,2,60,4,1,100,0,0,7,71,1,10,31700,1,11
2019,201901,778248,2019000764087,6037.2,2019007782481,30032,1,2,4798.8,0,0,2,29,6,1,100,0,0,10,101,1,10,12600,1,11
2019,201901,778403,2019000782551,10526.4,2019007784031,40132,1,1,10526.4,1,0,1,47,1,1,100,1,100,7,71,1,10,24000,1,11
2019,201901,778403,2019000782551,10526.4,2019007784031,40132,1,2,9133.2,1,0,2,44,1,1,100,1,100,6,65,1,10,35000,1,11
2019,201901,778558,2019000799507,11145.6,2019007785581,40532,1,1,11145.6,0,0,1,24,6,7,700,1,100,6,63,1,10,25000,1,11
2019,201901,778558,2019000799507,11145.6,2019007785581,40532,1,2,16254.0,0,0,1,22,6,7,700,1,100,6,63,1,10,12000,1,11
2019,201901,778558,2019000799507,11145.6,2019007785581,40532,1,3,19504.8,2,0,1,46,1,7,700,1,100,2,23,1,10,4500,1,11
2019,201901,778713,2019000816561,13622.4,2019007787131,41032,1,1,13622.4,0,0,1,41,6,8,801,0,0,11,115,1,10,133000,1,11
2019,201901,778868,2019000835381,11300.4,2019007788681,10232,1,2,10062.0,0,0,1,56,4,1,100,0,0,10,101,1,10,12500,1,11
2019,201901,779022,2019000855823,9752.4,2019007790221,40432,1,1,9907.2,0,0,1,42,6,7,700,1,100,0,2,1,10,14600,1,11
2019,201901,779022,2019000855823,9752.4,2019007790221,40432,1,2,15480.0,0,0,1,38,2,7,700,1,100,6,63,1,10,45000,1,11
2019,201901,779177,2019000875603,13622.4,2019007791771,10332,1,2,13312.8,1,0,2,55,1,6,699,0,0,6,64,1,10,93000,1,11
2019,201901,779177,2019000875603,13622.4,2019007791771,10332,1,6,12848.4,0,0,1,34,2,6,699,0,0,10,101,1,10,30000,1,11
2019,201901,779332,2019000893666,68112.0,2019007793321,41132,1,1,68266.8,0,0,2,30,1,1,100,0,0,10,101,1,10,96000,1,11
2019,201901,779332,2019000893666,68112.0,2019007793321,41132,1,2,68421.6,0,0,1,30,1,1,100,0,0,10,101,1,10,22000,1,11
2019,201901,779487,2019000912388,15480.0,2019007794871,41232,1,1,15480.0,2,0,1,44,1,1,100,0,0,6,63,1,10,75000,1,11
2019,201901,779487,2019000912388,15480.0,2019007794871,41232,1,2,13158.0,2,0,2,44,1,1,100,0,0,6,63,1,10,120000,1,11
2019,201901,779487,2019000912388,15480.0,2019007794871,41232,1,3,17028.0,0,0,2,24,6,1,100,0,0,10,101,1,10,20000,1,11
2019,201901,779487,2019000912388,15480.0,2019007794871,41232,1,4,17028.0,0,0,1,19,6,1,100,0,0,6,63,1,10,10000,1,11
2019,201901,779642,2019000930251,23220.0,2019007796421,40332,1,1,23374.8,3,0,2,36,1,2,200,0,0,6,63,1,10,25000,1,11
2019,201901,779642,2019000930251,23220.0,2019007796421,40332,1,2,23220.0,3,0,1,44,1,2,200,0,0,6,63,1,10,29000,1,11
2019,201901,779951,2019000968167,12229.2,2019007799511,41132,1,1,12384.0,0,0,2,56,4,1,100,4,426,7,71,1,10,0,1,11
2019,201901,780106,2019000985777,16408.8,2019007801061,40732,1,1,16563.6,0,0,2,64,1,1,100,0,0,10,101,1,10,48000,1,11
2019,201901,780261,2019001006382,12384.0,2019007802611,40432,1,4,17028.0,0,0,1,26,6,2,200,0,0,6,61,1,10,20000,1,11
2019,201901,780416,2019001023492,8823.6,2019007804161,40532,1,1,8823.6,0,0,1,22,6,7,700,1,100,6,61,1,10,42000,1,11
2019,201901,780416,2019001023492,8823.6,2019007804161,40532,1,4,13158.0,3,0,2,52,5,7,700,1,100,7,71,1,10,54000,1,11
2019,201901,780880,2019001081694,69195.6,2019007808801,40832,1,2,121982.4,0,0,1,30,6,1,100,1,100,6,63,1,10,0,1,11
2019,201901,780880,2019001081694,69195.6,2019007808801,40832,1,3,96595.2,0,0,1,26,2,1,100,1,100,6,63,1,10,46000,1,11
2019,201901,780880,2019001081694,69195.6,2019007808801,40832,1,4,86378.4,0,0,1,24,6,1,100,1,100,8,81,1,10,32000,1,11
2019,201901,781035,2019001101355,17182.8,2019007810351,20032,1,1,17028.0,0,0,1,63,1,1,100,4,414,6,63,1,10,34700,1,11
2019,201901,781035,2019001101355,17182.8,2019007810351,20032,1,2,13622.4,0,0,2,56,1,1,100,4,414,8,81,1,12,40600,1,11
2019,201901,781035,2019001101355,17182.8,2019007810351,20032,1,3,32972.4,0,0,1,51,4,1,100,4,416,7,71,1,10,20000,1,11
2019,201901,781190,2019001122207,8823.6,2019007811901,40432,1,2,10371.6,1,1,2,34,1,1,100,1,100,8,81,1,10,2000,1,11
2019,201901,781344,2019001140740,8668.8,2019007813441,10132,1,1,8668.8,0,0,2,38,1,1,100,0,0,10,101,1,10,55000,1,11
2019,201901,781344,2019001140740,8668.8,2019007813441,10132,1,2,8823.6,0,0,1,39,1,1,100,0,0,10,101,1,10,52000,1,11
2019,201901,781499,2019001159147,7275.6,2019007814991,40932,1,1,7275.6,0,0,1,55,2,1,100,0,0,11,115,1,10,100000,1,11
2019,201901,781809,2019001196170,30340.8,2019007818091,10132,5,1,30340.8,0,0,1,21,6,1,100,0,0,7,71,1,10,4500,1,11
2019,201901,781809,2019001196170,30340.8,2019007818091,10132,5,3,30186.0,0,0,1,21,6,1,100,0,0,7,71,1,10,13500,1,11
2019,201901,781809,2019001196170,30340.8,2019007818091,10132,5,4,36687.6,0,0,1,21,6,4,400,0,0,7,71,1,10,5100,1,11
2019,201901,781809,2019001196170,30340.8,2019007818091,10132,5,5,26780.4,0,0,1,20,6,1,100,1,100,7,71,1,10,12000,1,11
2019,201901,781809,2019001196170,30340.8,2019007818091,10132,5,6,21826.8,0,0,1,20,6,1,100,0,0,7,71,1,10,750,1,11
2019,201901,781809,2019001196170,30340.8,2019007818091,10132,5,8,23684.4,0,0,1,19,6,1,100,0,0,6,63,1,10,29000,1,11
2019,201901,781809,2019001196170,30340.8,2019007818091,10132,5,13,21517.2,0,0,1,18,6,7,700,1,100,7,71,1,10,29000,1,11
2019,201901,781809,2019001196170,30340.8,2019007818091,10132,5,14,17182.8,0,0,1,18,6,1,100,0,0,7,71,1,10,12000,1,11
2019,201901,781809,2019001196170,30340.8,2019007818091,10132,5,16,23684.4,0,0,1,18,6,1,100,0,0,7,71,1,10,4500,1,11
2019,201901,781809,2019001196170,30340.8,2019007818091,10132,5,17,17182.8,0,0,1,18,6,1,100,0,0,7,71,1,10,29000,1,11
2019,201901,781809,2019001196170,30340.8,2019007818091,10132,5,18,24613.2,0,0,1,18,6,7,700,1,100,6,63,1,10,10500,1,11
2019,201901,781964,2019001212368,48916.8,2019007819641,41132,1,1,48916.8,0,0,1,45,6,6,660,0,0,10,101,1,10,100000,2,20
2019,201901,782118,2019001230628,15325.2,2019007821181,40832,1,1,15480.0,0,0,2,41,6,8,801,0,0,11,115,1,10,65000,1,11
2019,201901,782583,2019001287216,9907.2,2019007825831,40232,1,1,9907.2,3,0,1,51,1,1,100,0,0,10,101,1,10,140000,1,11
2019,201901,782583,2019001287216,9907.2,2019007825831,40232,1,2,11919.6,3,0,2,44,1,1,100,1,100,0,2,1,10,45000,1,11
2019,201901,782583,2019001287216,9907.2,2019007825831,40232,1,3,10062.0,0,0,1,23,6,1,100,1,100,6,63,1,10,30000,1,11
2019,201901,782583,2019001287216,9907.2,2019007825831,40232,1,4,10062.0,0,0,1,21,6,1,100,1,100,6,63,1,10,9000,1,11
2019,201901,782738,2019001306251,9907.2,2019007827381,41032,1,1,9907.2,0,0,1,58,1,1,100,0,0,6,63,1,10,61000,1,11
2019,201901,782892,2019001322625,8204.4,2019007828921,10132,1,1,8204.4,0,0,2,52,4,1,100,1,100,8,81,1,10,35000,1,11
2019,201901,782892,2019001322625,8204.4,2019007828921,10132,1,2,14241.6,0,0,1,57,4,5,500,0,0,8,81,1,10,28000,1,11
2019,201901,783047,2019001342544,1857.6,2019007830471,20032,1,1,1857.6,1,0,1,58,1,1,100,0,0,10,101,1,10,105000,1,11
2019,201901,783047,2019001342544,1857.6,2019007830471,20032,1,2,1083.6,1,0,2,57,1,1,100,0,0,10,101,1,10,65000,1,11
2019,201901,783047,2019001342544,1857.6,2019007830471,20032,1,3,2786.4,0,0,1,23,6,1,100,0,0,6,63,1,10,40000,1,11
2019,201901,783357,2019001378643,9133.2,2019007833571,40132,1,1,8978.4,0,0,1,54,2,2,200,0,0,10,101,1,10,48000,2,20
2019,201901,783512,2019001394586,7585.2,2019007835121,20032,1,1,7585.2,0,0,1,44,6,1,100,0,0,6,63,1,10,58000,2,20
2019,201901,783821,2019010031789,19659.6,2019007838211,100033,4,1,19659.6,0,0,1,30,2,1,100,0,0,11,114,1,10,70000,1,13
2019,201901,783976,2019010066135,2476.8,2019007839761,20033,4,1,2476.8,0,0,2,55,4,1,100,0,0,6,63,1,10,5000,1,11
